recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion,score
10,58.55,1,0,Urban,0,Web,Discount,0,1.3084762024984773
10,564.62,1,0,Rural,1,Multichannel,Discount,1,2.158088799641953
2,127.36,1,0,Urban,1,Phone,Discount,0,1.1575157726794307
10,454.64,1,0,Urban,0,Multichannel,Discount,0,1.169724939859274
8,48.88,0,1,Urban,0,Web,No Offer,0,0.659507446498449
6,29.99,1,0,Surburban,0,Web,Buy One Get One,0,1.2706612534145842
6,115.01,1,0,Surburban,0,Phone,Discount,0,1.1828841385631477
9,50.28,1,0,Surburban,1,Phone,Buy One Get One,0,0.7613619439223416
10,122.79,1,0,Rural,1,Phone,Discount,0,1.662712861708092
10,382.14,1,1,Urban,1,Phone,Discount,0,0.8376507732097705
5,42.51,0,1,Surburban,1,Web,Discount,0,0.35539972968512845
8,127.8,0,1,Rural,1,Web,No Offer,1,2.1261506032904425
10,29.99,1,0,Surburban,0,Web,Buy One Get One,1,2.6059747325736526
5,72.94,0,1,Surburban,1,Phone,Buy One Get One,0,0.5702309269486463
4,29.99,0,1,Urban,0,Web,No Offer,0,0.6701308193977513
7,163.96,0,1,Rural,1,Phone,Discount,0,1.1793546674230762
5,105.55,0,1,Rural,1,Web,Buy One Get One,0,1.8366871774358897
10,229.4,1,0,Surburban,1,Phone,No Offer,0,1.0118950618457578
2,398.74,1,1,Surburban,0,Multichannel,Discount,0,1.2253225418658709
8,73.86,0,1,Surburban,1,Phone,Buy One Get One,0,1.1226694799623065
2,321.22,0,1,Urban,0,Web,No Offer,0,1.301180791943212
3,277.73,0,1,Urban,1,Web,Buy One Get One,0,0.5750836761698368
11,29.99,0,1,Urban,1,Phone,Discount,0,0.9074334681277901
2,442.13,0,1,Urban,0,Web,Discount,0,1.5258209097273023
6,217.27,0,1,Surburban,0,Phone,No Offer,0,0.7796054608078518
11,140.33,1,0,Surburban,0,Web,Buy One Get One,0,1.0737140234114486
10,138.56,0,1,Surburban,1,Web,Discount,0,1.0467611537672428
9,50.08,1,0,Surburban,0,Phone,Discount,0,1.2058034025251763
4,29.99,0,1,Urban,0,Web,Discount,0,1.6226039928126323
1,240.52,1,0,Surburban,0,Phone,Buy One Get One,0,0.6605804215006716
3,81.07,0,1,Surburban,1,Web,No Offer,0,0.8813529361079694
7,274.47,1,0,Rural,0,Web,Buy One Get One,1,1.59999031584569
2,711.82,1,1,Surburban,1,Multichannel,Buy One Get One,1,2.3021960844023495
4,505.57,1,0,Urban,1,Multichannel,No Offer,0,1.2572478386561614
9,32.39,1,0,Urban,0,Phone,No Offer,0,0.6854168786069645
1,792.56,0,1,Rural,1,Phone,Discount,0,0.736337917999794
3,324.67,1,1,Surburban,0,Multichannel,Buy One Get One,0,1.9662686783766041
7,408.39,1,0,Urban,0,Multichannel,No Offer,0,0.058998685758494984
7,103.84,1,0,Surburban,1,Web,Buy One Get One,0,1.0997582727364783
1,570.62,0,1,Surburban,1,Multichannel,Discount,0,0.9988089868305021
10,103.38,1,0,Surburban,0,Phone,No Offer,0,0.5151689456150094
4,92.12,1,0,Surburban,1,Web,No Offer,0,1.2643100547787907
1,370.95,0,1,Surburban,0,Phone,Buy One Get One,1,2.0161458415009763
10,29.99,1,0,Surburban,1,Phone,No Offer,0,1.396524314021152
9,38.56,1,0,Surburban,1,Web,Discount,0,0.555342651290727
6,522.43,0,1,Rural,1,Phone,No Offer,0,1.2998081112416053
11,97.58,0,1,Rural,1,Web,Buy One Get One,0,0.855038637511942
7,138.9,1,0,Rural,0,Web,Discount,1,1.4455646905907533
11,29.99,1,0,Urban,0,Phone,No Offer,0,1.26093618929235
7,214.97,1,0,Surburban,0,Web,No Offer,0,1.3100259423289038
7,163.25,1,0,Urban,0,Phone,Buy One Get One,0,0.8536403278966408
11,267.16,1,1,Surburban,1,Phone,Buy One Get One,0,1.295193819832565
6,708.33,1,1,Surburban,1,Web,No Offer,1,2.0865697506335437
7,579.77,1,0,Surburban,1,Multichannel,No Offer,0,1.1376853207337165
9,76.26,1,0,Surburban,0,Web,Discount,1,1.875356124912377
11,245.93,1,0,Surburban,0,Phone,No Offer,1,1.9602774916444705
4,29.99,0,1,Urban,1,Web,No Offer,0,1.1988812573054937
10,56.63,1,0,Surburban,0,Web,Discount,0,1.1175227851191054
11,374.07,0,1,Rural,0,Multichannel,Buy One Get One,0,1.153860092869276
10,34.03,1,0,Surburban,0,Web,No Offer,0,0.9376771993398125
1,236.09,0,1,Urban,0,Phone,Buy One Get One,1,1.7983004921918875
6,123.71,0,1,Surburban,0,Web,No Offer,0,1.3772000915699552
11,117.01,1,0,Surburban,0,Web,No Offer,0,0.9939306659766491
1,36.06,1,0,Surburban,1,Web,No Offer,0,0.897669808402896
1,668.67,1,1,Urban,1,Phone,No Offer,0,1.133479848292503
2,144.57,1,0,Urban,0,Web,Discount,0,0.6400944134300555
9,51.78,1,0,Surburban,1,Web,Discount,0,1.138331170388302
9,118.9,1,0,Urban,0,Web,Discount,0,0.7974548144211376
9,292.76,1,0,Surburban,1,Phone,No Offer,0,1.0899489755663758
11,87.13,1,0,Surburban,0,Web,Buy One Get One,0,1.2880968747474508
1,322.77,1,1,Rural,0,Web,Buy One Get One,1,2.0579414459774528
10,48.32,1,0,Surburban,1,Web,Buy One Get One,0,0.49893464317626524
6,208.39,1,1,Urban,0,Multichannel,No Offer,0,0.8124441871604005
4,39.2,0,1,Surburban,1,Web,Buy One Get One,0,1.4218830727560374
10,35.39,0,1,Urban,1,Phone,Discount,0,0.26572482354662996
11,426.44,0,1,Surburban,1,Phone,Discount,0,0.9678419627171406
2,64.92,0,1,Surburban,1,Web,Discount,0,1.1608371067659617
7,345.33,1,0,Urban,0,Phone,Buy One Get One,0,0.8667384559680344
3,167.22,0,1,Surburban,1,Phone,No Offer,1,1.93362087145953
1,217.32,1,0,Urban,0,Phone,Buy One Get One,0,0.873192472184971
4,580.93,0,1,Rural,1,Multichannel,Buy One Get One,0,1.330539098537935
3,54.47,0,1,Urban,0,Phone,Buy One Get One,0,1.3398253349779705
1,807.58,1,0,Urban,1,Web,Discount,1,1.9649749991096659
8,714.92,1,0,Urban,1,Phone,No Offer,0,1.848201348771635
11,313.87,1,0,Urban,1,Web,Buy One Get One,1,2.5709027790219947
12,31.65,1,0,Surburban,0,Phone,Discount,0,0.8963260657927954
1,281.49,1,0,Urban,0,Web,No Offer,0,1.2747555594580255
1,110.18,0,1,Surburban,0,Web,Discount,0,0.5991577972884976
6,300.63,1,0,Rural,0,Phone,No Offer,0,0.7940082886395615
1,29.99,1,0,Surburban,1,Web,No Offer,0,0.9565752784940107
5,395.96,0,1,Rural,1,Web,No Offer,0,1.0462133117675791
9,95.61,0,1,Surburban,0,Phone,No Offer,0,1.3441955012177225
7,86.07,1,0,Urban,0,Web,No Offer,0,0.9350448557182502
11,29.99,1,0,Surburban,0,Phone,Discount,0,0.6776125829620638
8,342.6,0,1,Surburban,0,Web,Discount,0,1.6656635946499403
1,29.99,1,0,Urban,0,Phone,Discount,1,1.7819571699181267
3,328.03,0,1,Urban,1,Phone,No Offer,0,0.11046391571824665
4,431.55,0,1,Surburban,0,Multichannel,No Offer,1,1.7110266142879706
1,1442.53,1,0,Surburban,1,Phone,Discount,0,1.577958653931427
10,39.01,0,1,Urban,1,Phone,Discount,0,1.1631275350041141
2,271.81,1,0,Surburban,1,Web,No Offer,0,0.9982771211641825
9,268.09,1,0,Surburban,1,Web,No Offer,0,0.20418704593760628
1,537.31,0,1,Rural,1,Web,Buy One Get One,0,1.4941490654836915
1,89.37,0,1,Rural,0,Web,Buy One Get One,0,1.2656276385166818
5,35.41,0,1,Urban,1,Web,No Offer,0,1.2201793654327622
1,860.02,1,0,Urban,1,Web,Buy One Get One,0,1.575230713257202
2,718.01,1,1,Urban,1,Web,Buy One Get One,1,2.1700319311771756
11,29.99,1,0,Urban,0,Web,Buy One Get One,0,0.6285688865316843
8,400.8,1,0,Surburban,0,Phone,Discount,0,1.039966996373193
4,945.22,1,1,Rural,1,Phone,No Offer,0,0.9262178378031389
2,193.04,1,0,Surburban,1,Web,Discount,0,1.555228572861475
4,273.74,1,1,Surburban,0,Web,Buy One Get One,0,0.837026925407464
2,430.1,0,1,Urban,1,Phone,Discount,0,0.657726646699344
10,29.99,0,1,Surburban,0,Phone,Buy One Get One,0,1.6802157245597507
4,197.04,0,1,Urban,0,Web,Buy One Get One,0,1.2227017300895393
9,106.32,0,1,Rural,0,Web,No Offer,0,0.8337454612527456
3,202.72,1,0,Surburban,0,Multichannel,Buy One Get One,0,1.7692712851263175
1,82.72,1,0,Urban,1,Phone,Buy One Get One,0,0.5966231717721482
10,358.49,1,0,Surburban,1,Phone,No Offer,0,1.456092834240268
1,251.83,1,0,Surburban,0,Web,Discount,0,1.1597364269867567
6,318.7,1,1,Urban,0,Phone,No Offer,0,1.3679406521331936
1,253.23,0,1,Urban,0,Phone,No Offer,0,1.5500259862727221
2,235.72,0,1,Urban,0,Phone,Discount,0,1.0088912611670975
4,622.04,1,1,Surburban,1,Phone,No Offer,0,1.141543099312816
2,229.02,1,0,Urban,0,Phone,Buy One Get One,0,1.366594034139848
9,29.99,0,1,Surburban,0,Web,Discount,0,1.0195538371941173
10,364.16,1,0,Urban,0,Phone,Buy One Get One,1,1.6261229094963427
4,444.07,0,1,Surburban,0,Web,No Offer,0,1.8347815625472452
1,201.45,1,0,Surburban,1,Phone,No Offer,0,0.18322565271635716
1,83.85,1,0,Surburban,1,Phone,No Offer,0,1.040443926220678
11,74.73,1,0,Surburban,0,Phone,Discount,0,0.869782623328001
8,176.54,0,1,Urban,1,Web,Buy One Get One,1,2.969049086761074
3,857.05,1,1,Rural,1,Phone,Discount,0,0.42513048343709614
5,152.0,0,1,Surburban,0,Phone,Discount,0,1.0340785519598348
3,85.88,0,1,Surburban,1,Web,Buy One Get One,0,0.8076207090367117
2,195.37,0,1,Urban,1,Phone,Buy One Get One,0,0.6923689282217947
6,29.99,0,1,Urban,0,Phone,Buy One Get One,1,2.608141122556048
10,133.59,1,0,Surburban,0,Phone,Discount,1,1.9169095281100585
6,75.98,1,0,Urban,0,Phone,No Offer,0,1.0525363571538051
2,30.38,1,0,Urban,1,Phone,Discount,0,0.7093054168326667
10,114.82,0,1,Surburban,0,Phone,Buy One Get One,0,1.8496282964646893
10,46.79,1,0,Urban,0,Phone,Discount,1,1.989961634474148
11,126.37,1,0,Urban,0,Web,Buy One Get One,0,0.4291959112989382
11,29.99,1,0,Surburban,0,Web,Discount,0,0.8261598165707424
11,222.3,0,1,Surburban,1,Multichannel,Buy One Get One,0,0.9098950571301803
10,238.44,1,1,Rural,0,Web,Discount,0,0.467611679093607
8,135.02,0,1,Urban,0,Web,No Offer,0,1.3161965952511179
5,289.94,1,1,Surburban,0,Multichannel,No Offer,0,1.0625280950048086
2,79.21,1,0,Surburban,0,Web,Buy One Get One,0,0.8482034155047218
1,32.69,0,1,Urban,1,Web,Discount,0,0.8766260353046121
2,2002.47,1,1,Surburban,1,Web,Buy One Get One,0,0.864710754905472
5,30.18,0,1,Rural,0,Web,No Offer,0,0.40912809562686525
3,398.14,1,1,Urban,0,Multichannel,Discount,0,1.138942855090335
7,183.7,0,1,Surburban,0,Phone,Buy One Get One,0,0.5002382873837685
1,229.8,1,0,Surburban,0,Phone,No Offer,0,0.9451191287597824
4,110.92,0,1,Rural,1,Phone,No Offer,0,1.658357625365302
2,226.51,1,1,Urban,0,Phone,No Offer,0,-0.07409048488166992
3,94.43,0,1,Urban,0,Phone,Discount,0,0.9736361161048329
4,1220.0,1,1,Urban,1,Phone,Buy One Get One,0,0.7967554879547817
1,381.75,1,0,Surburban,0,Multichannel,No Offer,0,0.5649887701390977
9,184.99,0,1,Rural,0,Web,Discount,1,1.489263801191254
5,275.4,0,1,Surburban,0,Web,Buy One Get One,0,1.1603112939085627
9,243.18,1,1,Urban,0,Phone,Discount,0,1.0138840533160323
10,76.45,1,0,Urban,0,Web,No Offer,0,1.2445016666804902
7,785.02,1,1,Surburban,1,Multichannel,No Offer,0,1.1870561532666124
11,307.44,1,0,Surburban,0,Multichannel,Buy One Get One,0,0.9606740130210369
7,68.91,1,0,Urban,1,Web,Buy One Get One,0,1.2051151816416181
9,132.31,1,0,Urban,0,Phone,No Offer,0,1.1130979094719162
4,153.29,0,1,Rural,0,Web,No Offer,0,1.186774802888102
11,55.56,1,0,Rural,1,Phone,Discount,0,1.268704102120691
1,231.68,1,0,Rural,1,Phone,No Offer,0,1.015281364677495
9,206.31,1,0,Surburban,1,Multichannel,Discount,0,1.0725094560319222
11,109.83,1,0,Urban,0,Web,No Offer,0,1.4983151395773464
4,204.23,1,0,Surburban,1,Phone,No Offer,0,1.2954241901069572
2,221.8,0,1,Urban,1,Multichannel,Buy One Get One,0,1.1591312783440346
5,606.59,1,1,Surburban,1,Phone,Discount,0,0.5712616177643065
6,198.61,0,1,Urban,1,Web,Buy One Get One,0,1.871484191833337
2,559.95,1,0,Surburban,1,Phone,Buy One Get One,0,0.8033385137820073
1,627.54,1,0,Surburban,1,Phone,Buy One Get One,0,1.4335915464108464
3,243.77,0,1,Urban,1,Web,Discount,1,1.5363892179958503
2,122.97,0,1,Urban,1,Phone,Discount,1,2.259905902328666
5,29.99,0,1,Rural,1,Phone,Discount,1,2.615489925557972
4,77.64,1,0,Surburban,1,Web,No Offer,0,1.7301820022196184
6,85.8,1,0,Surburban,1,Phone,Buy One Get One,0,0.5763185762339746
1,664.55,1,1,Rural,1,Multichannel,No Offer,1,2.1356926400752254
11,167.41,1,0,Rural,0,Phone,Buy One Get One,1,2.110186509148157
5,493.85,0,1,Surburban,1,Web,No Offer,0,0.8232177363689562
4,136.17,0,1,Urban,1,Phone,Discount,0,0.40011471469144955
3,252.75,0,1,Urban,0,Multichannel,Discount,1,1.816568435426027
10,46.55,0,1,Urban,1,Web,Buy One Get One,0,1.3430779073841574
1,402.7,1,0,Urban,0,Multichannel,Buy One Get One,0,0.8272362957684143
10,98.7,0,1,Surburban,1,Web,Discount,0,1.126853599170925
3,157.7,0,1,Urban,1,Phone,No Offer,0,1.023749367452132
8,244.22,0,1,Surburban,0,Web,Discount,0,0.8463637218479729
2,29.99,0,1,Surburban,0,Phone,No Offer,0,0.5859490470287174
8,208.73,0,1,Surburban,0,Web,No Offer,1,2.4238601775349267
3,55.73,1,0,Urban,0,Web,No Offer,0,0.8754977141187059
2,186.4,0,1,Urban,1,Phone,Discount,0,0.9351241191498009
5,51.03,1,0,Urban,1,Phone,No Offer,0,0.6915065849957427
1,134.83,0,1,Surburban,1,Phone,Discount,0,1.0404946327054174
2,90.51,1,0,Urban,0,Phone,Discount,0,0.6934600210769964
9,33.52,0,1,Urban,1,Phone,No Offer,0,0.740837383689899
2,69.97,0,1,Urban,0,Web,Buy One Get One,0,0.8276736318836154
3,98.71,1,0,Urban,1,Phone,Discount,0,0.8298235468751909
1,316.43,1,0,Rural,0,Phone,Discount,0,1.029498215749929
2,393.81,1,0,Surburban,1,Multichannel,Discount,1,1.9268172159945287
2,76.38,1,0,Surburban,1,Web,Discount,0,1.194939638049759
7,152.68,0,1,Surburban,1,Web,Discount,0,0.9566010706811084
1,47.82,0,1,Urban,1,Web,No Offer,0,1.393371693036141
2,394.76,0,1,Surburban,0,Phone,No Offer,0,1.0258773320408732
2,29.99,0,1,Rural,0,Phone,Buy One Get One,0,1.107301993901912
5,29.99,0,1,Surburban,1,Phone,Discount,0,1.1471682588833454
1,29.99,1,0,Surburban,0,Phone,Buy One Get One,0,0.9747866164508373
6,303.17,0,1,Surburban,0,Web,Buy One Get One,1,2.0980189958017403
1,337.48,0,1,Urban,1,Multichannel,Buy One Get One,0,0.8864087051136298
10,146.88,1,0,Surburban,1,Web,Discount,0,1.0909458956728741
4,428.26,0,1,Urban,0,Web,No Offer,0,1.0992305887134055
10,88.09,0,1,Surburban,1,Web,Buy One Get One,1,2.498968810195754
6,219.1,1,1,Urban,0,Phone,No Offer,0,0.6780204479544045
11,34.17,0,1,Surburban,1,Phone,No Offer,0,0.9576793825005859
9,382.52,1,0,Urban,0,Web,Discount,0,0.7263505371481618
9,44.51,0,1,Surburban,0,Web,Buy One Get One,0,0.9569697083370358
6,422.02,1,1,Rural,1,Multichannel,Buy One Get One,1,2.329603307550685
5,111.93,1,0,Surburban,0,Phone,Buy One Get One,1,2.2951681773604853
7,68.36,1,0,Urban,1,Phone,No Offer,0,0.39609415291959904
10,29.99,0,1,Urban,1,Phone,No Offer,0,0.5595938349116141
1,29.99,0,1,Surburban,0,Phone,No Offer,1,1.584951396299163
10,122.67,1,0,Urban,0,Phone,Buy One Get One,0,1.5523099038404022
10,421.71,1,0,Urban,1,Phone,No Offer,0,0.47796475810062244
9,93.64,1,0,Surburban,1,Phone,No Offer,0,0.9864988300765887
6,90.31,0,1,Surburban,0,Phone,No Offer,0,0.838453661061438
3,157.38,1,0,Surburban,1,Phone,Buy One Get One,0,0.29934743369217787
9,98.55,0,1,Surburban,0,Phone,No Offer,0,0.7535131284555145
4,1131.59,0,1,Surburban,1,Phone,Buy One Get One,0,1.2444228011690215
2,378.56,1,1,Rural,1,Phone,No Offer,1,2.2115750718419718
7,70.99,0,1,Surburban,0,Web,Discount,0,1.6130379271883681
1,349.52,1,0,Rural,1,Multichannel,Buy One Get One,0,1.4076994087352797
12,53.1,0,1,Urban,1,Web,Discount,0,0.39604702049030693
2,29.99,0,1,Urban,1,Web,Discount,0,0.6820901611233414
11,29.99,1,0,Surburban,0,Web,No Offer,0,0.2234771061030617
6,43.48,0,1,Surburban,0,Phone,Buy One Get One,0,1.6806188380695986
12,38.15,1,0,Surburban,0,Phone,Buy One Get One,0,1.475913320647702
9,98.88,1,0,Urban,0,Web,No Offer,0,0.6221839393912816
7,42.91,0,1,Surburban,1,Phone,Buy One Get One,0,0.8216691267685847
1,753.0,0,1,Urban,1,Multichannel,Buy One Get One,0,1.1691691187753228
11,29.99,1,0,Surburban,1,Phone,Buy One Get One,0,-0.025419228912490377
10,42.38,1,0,Urban,0,Phone,Discount,0,1.2319016015820425
4,249.33,1,1,Surburban,1,Phone,Buy One Get One,0,1.8619357594061388
1,996.8,1,1,Urban,1,Web,Discount,0,1.3882633603205567
4,29.99,0,1,Surburban,0,Web,No Offer,1,3.1973987279532547
2,232.42,0,1,Surburban,1,Web,Discount,0,0.6477651379085766
2,59.68,0,1,Surburban,0,Phone,No Offer,0,0.9105968724672783
5,175.74,0,1,Urban,0,Phone,No Offer,0,0.08529296566646982
2,627.94,0,1,Surburban,1,Web,Discount,0,1.61262004547888
7,66.08,0,1,Surburban,1,Phone,Buy One Get One,0,1.335979349499898
3,326.05,1,0,Rural,0,Multichannel,No Offer,0,1.3376341858585337
9,356.63,0,1,Urban,0,Phone,Buy One Get One,0,1.0512819407892229
10,253.76,0,1,Surburban,1,Web,Buy One Get One,0,0.6429502109711231
4,325.78,0,1,Urban,0,Web,No Offer,0,0.8777690131603944
5,29.99,1,0,Surburban,1,Web,Discount,0,1.2435600511218554
10,29.99,1,0,Urban,0,Web,No Offer,0,0.21194934109070807
7,29.99,0,1,Surburban,1,Web,No Offer,0,0.9522488887159987
4,29.99,1,0,Surburban,1,Phone,Discount,0,0.7010997304496448
4,161.5,1,0,Urban,0,Phone,Buy One Get One,0,0.9260745596367809
9,132.34,0,1,Surburban,0,Phone,Discount,0,1.4077407496158836
4,170.61,1,0,Urban,0,Web,Discount,0,0.14885937532353666
7,132.35,1,0,Urban,0,Web,No Offer,0,0.45222654678730767
7,134.67,1,0,Urban,1,Web,Discount,0,-0.1880719841934435
9,221.86,1,0,Urban,0,Phone,No Offer,0,0.4981956282544957
10,147.87,0,1,Urban,0,Web,No Offer,0,1.3067543920116262
1,435.96,1,0,Surburban,0,Web,No Offer,0,0.7361070385805797
1,86.95,0,1,Surburban,0,Phone,Discount,1,1.9871406420123363
7,373.97,1,1,Urban,0,Phone,No Offer,0,1.0461174176449344
1,244.9,0,1,Urban,0,Web,Buy One Get One,0,1.2305926697070484
2,426.81,1,0,Surburban,0,Multichannel,Buy One Get One,1,2.340532013668008
8,29.99,0,1,Surburban,1,Web,No Offer,0,1.309643266378622
2,393.82,0,1,Urban,0,Web,No Offer,0,1.7468145375919
10,207.05,0,1,Urban,0,Phone,Buy One Get One,0,0.7510903445273033
5,214.41,0,1,Rural,0,Multichannel,Discount,0,0.6044613180720617
9,213.55,0,1,Surburban,0,Web,No Offer,0,1.0197605286202702
5,484.54,0,1,Urban,0,Phone,No Offer,0,0.5935607206282294
4,841.23,0,1,Urban,1,Phone,Buy One Get One,0,0.6826918825473536
2,72.55,0,1,Rural,1,Web,No Offer,0,0.9023209343035787
8,241.15,0,1,Urban,0,Phone,Buy One Get One,0,0.7794011291926958
1,566.82,1,0,Rural,1,Multichannel,Discount,1,2.657269311788892
9,29.99,1,0,Surburban,0,Phone,Buy One Get One,0,1.0852264967164005
11,109.82,0,1,Urban,1,Phone,No Offer,0,0.7237628298890367
5,49.45,0,1,Surburban,0,Phone,Discount,0,1.4118350109681497
6,131.75,0,1,Rural,1,Web,Discount,1,2.1364657486317244
10,415.3,1,0,Surburban,0,Multichannel,No Offer,0,1.3330783267205917
1,593.29,0,1,Rural,1,Multichannel,Buy One Get One,1,2.0507574546773704
11,163.53,1,0,Surburban,0,Phone,Buy One Get One,0,0.7746070465651596
12,157.0,0,1,Surburban,0,Web,No Offer,0,0.07367565973881185
1,479.52,0,1,Urban,0,Web,Discount,0,1.2013452351031773
8,101.89,1,0,Surburban,0,Phone,No Offer,0,0.9729935718011335
9,48.52,0,1,Surburban,0,Web,Discount,0,1.1868220684523056
11,307.07,1,1,Urban,1,Web,Discount,0,1.5580568998681508
1,59.4,0,1,Surburban,0,Phone,Discount,0,0.558560586465769
7,73.35,1,0,Surburban,0,Web,Buy One Get One,0,0.7899461276210591
1,463.97,0,1,Surburban,1,Multichannel,No Offer,0,0.8898012263797329
12,31.23,0,1,Surburban,1,Phone,Discount,0,1.0513346448954974
2,29.99,0,1,Surburban,0,Phone,Discount,0,0.5899792899319148
3,105.4,0,1,Rural,1,Phone,Buy One Get One,0,0.8460944327167156
7,29.99,1,0,Urban,1,Web,Discount,0,1.1843222976464034
5,234.94,0,1,Surburban,1,Web,No Offer,0,-0.05371828070397178
1,738.66,0,1,Surburban,1,Multichannel,Discount,0,1.4047209977047816
2,704.54,1,1,Urban,1,Multichannel,Buy One Get One,0,1.1300271431745739
9,166.93,1,0,Surburban,0,Phone,Buy One Get One,0,0.9426498244553251
8,259.04,1,0,Urban,1,Phone,Discount,0,1.6669239752270908
10,134.31,0,1,Surburban,0,Phone,Discount,0,0.4694103522430717
5,112.04,0,1,Urban,1,Web,Discount,0,0.9287472022752661
3,29.99,0,1,Surburban,1,Web,No Offer,0,0.5159606125581724
3,133.07,0,1,Urban,0,Web,No Offer,1,1.6316856585624389
11,107.54,1,0,Surburban,1,Phone,Buy One Get One,0,0.731888346477223
10,49.75,0,1,Urban,1,Web,Discount,0,0.6415017476411715
2,37.07,1,0,Rural,0,Web,No Offer,0,0.5859897778060884
6,819.19,1,0,Urban,1,Web,No Offer,0,0.8572244301588503
2,29.99,1,0,Surburban,1,Phone,Discount,0,1.263783376103682
3,353.87,0,1,Rural,0,Web,No Offer,1,1.6164871141162052
2,186.32,1,0,Surburban,1,Phone,Buy One Get One,1,1.31455333184217
1,292.92,1,0,Surburban,0,Phone,Buy One Get One,0,1.5914821552957488
1,348.68,0,1,Urban,0,Phone,Buy One Get One,0,0.2918235797439227
6,367.13,0,1,Urban,1,Multichannel,Buy One Get One,0,0.44339774307982205
8,75.21,1,0,Urban,1,Phone,No Offer,0,1.0691615855779104
9,37.23,0,1,Surburban,0,Web,Discount,0,0.7262727109499799
2,158.81,0,1,Urban,1,Phone,No Offer,0,1.0508503223590906
1,296.46,0,1,Rural,1,Web,No Offer,0,0.5152977850882183
2,502.5,0,1,Urban,1,Web,No Offer,0,0.8587014021902755
8,306.86,0,1,Urban,0,Phone,No Offer,0,1.213061244111394
4,29.99,0,1,Urban,0,Phone,No Offer,0,1.4747277866741382
4,659.23,1,0,Urban,1,Multichannel,No Offer,0,1.520839007452205
5,78.19,1,0,Surburban,1,Web,Buy One Get One,0,0.1936841000679812
3,443.11,0,1,Surburban,0,Web,Buy One Get One,0,1.582005274143155
5,51.75,0,1,Surburban,1,Phone,Buy One Get One,0,1.3532650767545484
3,916.39,1,0,Urban,1,Phone,Buy One Get One,0,1.1337378093050614
1,29.99,1,0,Urban,0,Phone,No Offer,0,1.0115280218663893
3,729.03,1,1,Surburban,1,Multichannel,No Offer,0,1.40486928433634
6,355.59,0,1,Urban,0,Web,Discount,0,0.7597876176241996
12,58.16,0,1,Urban,0,Web,Buy One Get One,0,0.8771277369303838
12,37.46,1,0,Urban,1,Phone,No Offer,0,1.445068495958064
4,317.56,0,1,Urban,1,Web,No Offer,0,0.9165437142241407
11,94.11,0,1,Urban,1,Phone,No Offer,0,1.4415386554999217
6,29.99,1,0,Urban,0,Web,No Offer,0,0.9722133009343852
2,330.05,0,1,Surburban,1,Phone,No Offer,0,1.3122403909857538
9,29.99,1,0,Surburban,0,Phone,Buy One Get One,0,1.3856211011248087
2,441.82,1,1,Urban,1,Multichannel,Buy One Get One,0,1.502856099596782
5,163.07,1,0,Urban,0,Web,Buy One Get One,0,1.162945174388404
10,44.84,1,0,Rural,0,Web,Discount,1,2.057970388882935
9,485.45,0,1,Urban,0,Web,Buy One Get One,1,1.5925397428134564
1,303.39,1,0,Surburban,1,Phone,No Offer,0,1.4566751570699696
8,144.85,0,1,Urban,1,Web,Buy One Get One,0,1.588681731935426
11,29.99,0,1,Surburban,1,Web,Discount,0,2.0186419761989836
9,284.01,1,1,Surburban,1,Web,Discount,0,1.3336829149533502
5,190.73,1,0,Rural,0,Phone,No Offer,0,1.3848157250474833
1,1655.63,1,1,Surburban,1,Multichannel,Buy One Get One,0,1.03038810177178
5,29.99,0,1,Surburban,0,Web,Discount,0,1.24863870934737
1,504.62,1,1,Surburban,1,Multichannel,No Offer,0,1.2728910768518311
8,285.56,0,1,Surburban,0,Web,Discount,0,1.26247963848415
3,320.18,0,1,Surburban,0,Multichannel,No Offer,1,2.2597548574342574
1,451.45,0,1,Surburban,1,Multichannel,No Offer,0,1.102054134338533
3,240.44,1,1,Surburban,0,Multichannel,Discount,0,1.6082059384619973
4,275.28,0,1,Urban,0,Phone,Buy One Get One,1,1.7740287057875403
9,294.17,1,0,Urban,0,Multichannel,Discount,0,0.7816645772005786
8,215.68,0,1,Rural,1,Web,Discount,0,1.0914559226278329
4,666.1,1,1,Urban,1,Multichannel,No Offer,0,1.062352687240102
5,34.43,1,0,Urban,0,Web,Buy One Get One,0,0.7340889113823815
2,212.59,1,1,Surburban,1,Web,No Offer,0,0.7298422077349325
4,220.93,1,1,Urban,0,Phone,Discount,1,2.251263947998736
10,122.18,1,0,Urban,1,Web,No Offer,0,0.5496060709696176
11,163.85,1,0,Urban,1,Web,Discount,0,1.373235980548915
11,170.48,0,1,Surburban,1,Phone,Buy One Get One,1,2.091048296920708
10,250.53,0,1,Urban,1,Phone,Buy One Get One,0,1.0687303378280997
5,298.66,0,1,Surburban,0,Phone,No Offer,0,1.4368630928708201
9,36.69,1,0,Surburban,0,Phone,No Offer,0,0.5438513240318854
7,274.42,1,0,Surburban,0,Multichannel,Discount,0,0.6514338034179477
1,414.56,0,1,Urban,1,Web,Buy One Get One,0,1.6140046792071288
12,551.72,0,1,Urban,1,Phone,Buy One Get One,0,1.330866863972888
3,29.99,0,1,Surburban,0,Web,No Offer,0,1.3178085460097542
11,416.9,1,0,Surburban,0,Multichannel,Buy One Get One,0,0.4582389146850091
